batter,team,matches,innings,dismisals,not_out,runs,balls,fours,sixes,50s,100s,highest_score,strike_rate,average
JC Tredwell,England,25,25,14,11,163,247,9,4,0,0,30,65.99,11.64
JD Campbell,West Indies,8,8,8,0,282,270,29,9,0,1,179,104.44,35.25
JD Nel,Scotland,2,2,0,0,6,12,1,0,0,0,5,50.0,inf
JD Ryder,New Zealand,36,36,36,0,1242,1294,141,33,6,3,107,95.98,34.5
JDF Vandersay,Sri Lanka,18,18,12,6,132,272,6,0,0,0,25,48.53,11.0
JDP Oram,New Zealand,70,70,61,9,1546,1762,115,51,9,1,101,87.74,25.34
JDS Neesham,New Zealand,65,66,53,13,1508,1538,128,39,7,0,97,98.05,28.45
JE Cameron,Australia,15,15,14,1,452,601,52,8,3,0,81,75.21,32.29
JE Dunford,Jersey,3,3,3,0,6,17,0,0,0,0,4,35.29,2.0
JE Root,England,174,174,149,25,7329,8536,593,51,44,19,166,85.86,49.19
JE Taylor,West Indies,38,38,31,7,258,300,29,5,0,0,43,86.0,8.32
JEC Franklin,New Zealand,61,61,39,22,1107,1425,84,17,4,0,98,77.68,28.38
JF Kloppenburg,Netherlands,4,4,4,0,149,240,9,4,0,1,121,62.08,37.25
JF Mooney,Ireland,32,32,24,8,610,746,62,7,1,0,96,81.77,25.42
JF Smith,South Africa,2,2,2,0,132,151,10,6,1,0,91,87.42,66.0
JG Bethell,England,19,19,18,1,603,665,56,16,5,1,110,90.68,33.5
JH Davey,Scotland,16,16,13,3,194,315,18,1,0,0,40,61.59,14.92
JH Desai,United States of America,1,1,1,0,16,38,1,0,0,0,16,42.11,16.0
JH Kallis,South Africa,132,132,112,20,4929,6548,417,53,38,8,128,75.27,44.01
JH Stander,Scotland,2,2,1,1,34,42,0,3,0,0,22,80.95,34.0
JI Rodrigues,India,58,58,52,6,1768,1988,191,5,8,3,127,88.93,34.0
JI de Villiers,Namibia,7,7,6,1,28,65,1,1,0,0,14,43.08,4.67
JJ Atkinson,Hong Kong,4,4,4,0,84,152,8,2,0,0,23,55.26,21.0
JJ Bumrah,India,21,21,12,9,90,163,10,1,0,0,16,55.21,7.5
JJ Celestine,Bermuda,3,3,3,0,28,64,5,0,0,0,15,43.75,9.33
JJ Davidson,Scotland,4,4,0,0,38,34,3,0,0,0,24,111.76,inf
JJ Esmeijer,Netherlands,2,2,1,1,3,15,0,0,0,0,3,20.0,3.0
JJ Krejza,Australia,2,2,1,1,13,25,0,0,0,0,7,52.0,13.0
JJ Roy,England,109,109,106,3,4237,4116,509,81,21,12,180,102.94,39.97
JJ Smit,Namibia,45,46,39,7,945,1305,49,46,2,0,60,72.41,24.23
JJ Tucker,Bermuda,11,11,10,1,203,321,26,2,0,0,49,63.24,20.3
JJ van der Wath,South Africa,8,8,6,2,89,72,3,8,0,0,37,123.61,14.83
JJC Lawson,West Indies,3,3,1,2,11,13,1,0,0,0,8,84.62,11.0
JK Kamande,Kenya,19,19,18,1,171,363,13,1,0,0,37,47.11,9.5
JKC Claxton,West Indies,4,4,3,1,89,76,11,3,0,0,43,117.11,29.67
JL Aras,United States of America,1,1,0,0,5,6,1,0,0,0,5,83.33,inf
JL Carter,West Indies,26,26,23,3,560,778,48,10,3,0,54,71.98,24.35
JL Denly,England,13,13,13,0,446,645,44,6,4,0,87,69.15,34.31
JL Gunn,England,27,27,18,9,322,534,21,4,1,0,52,60.3,17.89
JL Hunter,Australia,1,1,0,0,16,35,1,0,0,0,16,45.71,inf
JL Jonassen,Australia,40,40,25,15,533,632,39,5,0,0,39,84.34,21.32
JL Ontong,South Africa,6,6,5,1,97,136,12,0,0,0,27,71.32,19.4
JL Pattinson,Australia,7,7,3,4,41,80,2,0,0,0,13,51.25,13.67
JL Smith,England,17,17,17,0,383,347,50,10,3,0,64,110.37,22.53
JM Anderson,England,64,64,33,31,254,514,22,0,0,0,28,49.42,7.7
JM Bairstow,England,95,95,87,8,3671,3682,418,83,16,10,141,99.7,42.2
JM Cox,England,3,3,3,0,22,57,2,0,0,0,17,38.6,7.33
JM Davison,Canada,16,16,14,2,443,393,50,15,3,1,111,112.72,31.64
JM Fields,Australia,8,8,7,1,215,333,20,0,1,0,51,64.56,30.71
JM How,New Zealand,33,33,32,1,939,1449,105,7,6,1,139,64.8,29.34
JM Kemp,South Africa,55,55,39,16,1226,1473,77,53,8,1,100,83.23,31.44
JM Kerr,New Zealand,36,36,28,8,321,313,33,6,0,0,38,102.56,11.46
JM Mennie,Australia,2,2,2,0,1,5,0,0,0,0,1,20.0,0.5
JM Vince,England,21,21,21,0,590,682,73,3,3,1,102,86.51,28.1
JM Watkin,New Zealand,4,4,4,0,24,40,4,0,0,0,23,60.0,6.0
JM Willathgamuwa,United States of America,3,3,3,0,20,52,1,0,0,0,18,38.46,6.67
JN Frylinck,Namibia,41,41,35,6,845,1172,64,13,5,1,114,72.1,24.14
JN Gillespie,Australia,13,13,5,8,115,110,5,4,0,0,44,104.55,23.0
JN Hamilton,West Indies,1,1,1,0,5,16,0,0,0,0,5,31.25,5.0
JN Loftie-Eaton,Namibia,44,44,37,7,986,1340,77,20,5,0,73,73.58,26.65
JN Malan,South Africa,22,22,20,2,958,1177,97,16,4,3,177,81.39,47.9
JN Mohammed,West Indies,29,29,27,2,621,929,51,10,4,0,91,66.85,23.0
JN Rhodes,South Africa,1,1,1,0,2,6,0,0,0,0,2,33.33,2.0
JNK Shannon,Ireland,1,1,1,0,2,8,0,0,0,0,2,25.0,2.0
JNT Seales,West Indies,11,11,6,5,56,90,3,3,0,0,29,62.22,9.33
JNT Vare,Papua New Guinea,5,5,5,0,35,71,1,0,0,0,16,49.3,7.0
JO Holder,West Indies,107,107,85,22,2144,2431,156,64,12,0,99,88.19,25.22
JO Ngoche,Kenya,3,3,1,2,11,29,0,1,0,0,9,37.93,11.0
JO Troughton,England,5,5,4,1,36,77,5,0,0,0,20,46.75,9.0
JOA Gordon,Canada,8,8,4,4,22,48,1,1,0,0,7,45.83,5.5
JP Behrendorff,Australia,6,6,3,3,21,23,0,0,0,0,11,91.3,7.0
JP Bray,Ireland,10,10,9,1,234,371,25,2,0,1,115,63.07,26.0
JP Duminy,South Africa,173,173,136,37,4928,5986,342,67,27,3,129,82.33,36.24
JP Faulkner,Australia,51,51,29,22,1025,1018,82,29,4,1,116,100.69,35.34
JP Greaves,West Indies,20,20,15,5,429,478,38,9,1,0,50,89.75,28.6
JP Inglis,Australia,28,28,25,3,766,736,77,22,4,1,120,104.08,30.64
JP Kotze,Namibia,25,25,24,1,448,682,43,7,1,0,64,65.69,18.67
JP Maher,Australia,6,6,5,1,122,187,9,3,0,0,49,65.24,24.4
JPR Lamsam,Hong Kong,1,1,1,0,16,30,3,0,0,0,16,53.33,16.0
JR Hazlewood,Australia,33,33,9,24,135,169,14,3,0,0,23,79.88,15.0
JR Hopes,Australia,61,61,53,8,1326,1436,123,6,3,0,63,92.34,25.02
JR Philippe,Australia,4,4,4,0,102,121,11,4,0,0,39,84.3,25.5
JS Ababu,Kenya,2,2,0,0,0,9,0,0,0,0,0,0.0,0.0
JS Malhotra,United States of America,15,15,12,3,358,382,23,20,1,1,173,93.72,29.83
JS Patel,New Zealand,12,12,7,5,91,152,5,2,0,0,34,59.87,13.0
JT Ball,England,6,6,4,2,38,50,6,0,0,0,28,76.0,9.5
JT Brassell,Namibia,6,6,5,1,4,20,0,0,0,0,2,20.0,0.8
JT Smuts,South Africa,5,5,4,1,180,233,20,1,1,0,84,77.25,45.0
JV Harris,Canada,6,6,6,0,91,207,9,1,0,0,31,43.96,15.17
JW Dernbach,England,8,8,7,1,19,40,1,0,0,0,5,47.5,2.71
JW Hastings,Australia,18,18,10,8,271,281,29,8,1,0,51,96.44,27.1
JW Jenner,Jersey,4,4,4,0,119,176,6,3,1,0,76,67.61,29.75
JW Ogle-Thomas,West Indies,2,2,2,0,10,17,1,0,0,0,9,58.82,5.0
JW Wilson,New Zealand,1,1,1,0,1,2,0,0,0,0,1,50.0,1.0
JWA Taylor,England,25,25,21,4,879,1105,69,12,7,1,101,79.55,41.86
JWM Dalrymple,England,26,26,25,1,487,677,32,3,2,0,67,71.94,19.48
Jahanara Alam,Bangladesh,19,19,15,4,80,227,8,0,0,0,18,35.24,5.33
Jahurul Islam,Bangladesh,11,11,10,1,226,325,22,2,1,0,53,69.54,22.6
Jai Prakash Yadav,India,4,4,2,2,12,26,0,0,0,0,9,46.15,6.0
Jaker Ali,Bangladesh,8,8,7,1,328,421,23,11,3,0,68,77.91,46.86
Jamaluddin Ahmed,Bangladesh,1,1,0,0,18,31,2,0,0,0,18,58.06,inf
Jannatul Ferdus,Bangladesh,5,5,5,0,30,77,3,0,0,0,19,38.96,6.0
Jasdeep Singh,United States of America,26,26,23,3,293,427,19,9,0,0,38,68.62,12.74
Jaskaran Singh,Canada,3,3,3,0,38,64,3,1,0,0,32,59.38,12.67
Jatinder Singh,Oman,58,59,56,3,1670,2299,174,26,9,4,118,72.64,29.82
Javed Omar,Bangladesh,20,20,20,0,468,967,54,2,3,0,81,48.4,23.4
Javeria Khan,Pakistan,55,55,51,4,1408,2289,153,0,7,1,133,61.51,27.61
Javeria Rauf,Pakistan,2,2,1,1,11,16,1,0,0,0,11,68.75,11.0
Jay Odedra,Oman,8,8,6,2,31,60,0,3,0,0,20,51.67,5.17
Joginder Sharma,India,1,1,0,0,5,2,1,0,0,0,5,250.0,inf
Joseph Angara,Kenya,1,1,1,0,0,3,0,0,0,0,0,0.0,0.0
Jubair Hossain,Bangladesh,1,1,1,0,5,10,1,0,0,0,5,50.0,5.0
Junaid Khan,Pakistan,23,23,14,9,68,134,4,1,0,0,25,50.75,4.86
Junaid Siddique,Bangladesh,88,88,72,16,1038,1558,95,17,5,0,97,66.62,14.42
Junaid Siddiqui,Canada,6,6,6,0,59,147,1,1,0,0,25,40.14,9.83
K Bhurtel,Nepal,61,61,60,1,1351,1722,148,28,8,1,115,78.46,22.52
K Birkenstock,Namibia,15,15,15,0,233,438,25,0,1,0,61,53.2,15.53
K Chigora,Zimbabwe,3,3,2,1,12,26,0,0,0,0,6,46.15,6.0
K Christie,Hong Kong,1,1,1,0,0,3,0,0,0,0,0,0.0,0.0
K Doriga,Papua New Guinea,33,33,32,1,520,927,46,11,3,0,73,56.09,16.25
K Frank,Papua New Guinea,7,7,6,1,70,130,6,0,0,0,31,53.85,11.67
K Fraser,Scotland,11,11,8,3,229,303,20,3,1,0,74,75.58,28.62
K Gore,United States of America,12,12,10,2,171,256,13,2,0,0,44,66.8,17.1
K Goud,India,9,9,5,4,44,64,5,0,0,0,19,68.75,8.8
K Gowtham,India,1,1,1,0,2,3,0,0,0,0,2,66.67,2.0
K Kamyuka,Canada,1,1,1,0,2,2,0,0,0,0,2,100.0,2.0
K Kavindi,Sri Lanka,2,2,2,0,17,37,1,0,0,0,15,45.95,8.5
K Klein,Netherlands,11,11,8,3,136,202,9,2,0,0,25,67.33,17.0
K Mahato,Nepal,2,2,0,0,1,10,0,0,0,0,1,10.0,inf
K Meso,South Africa,6,6,5,1,46,102,3,0,0,0,17,45.1,9.2
K Mishara,Sri Lanka,6,6,6,0,148,177,20,2,0,0,38,83.62,24.67
K Ndlovu,Zimbabwe,18,18,18,0,362,651,38,1,3,0,61,55.61,20.11
K Oala,Papua New Guinea,3,3,3,0,29,41,3,2,0,0,22,70.73,9.67
K Phillip,United States of America,1,1,1,0,0,2,0,0,0,0,0,0.0,0.0
K Pierre,West Indies,6,6,2,4,70,99,5,3,0,0,22,70.71,35.0
K Rabada,South Africa,44,44,27,17,401,514,30,12,0,0,31,78.02,14.85
K Ramharack,West Indies,30,30,17,13,138,315,12,0,0,0,15,43.81,8.12
K Schultz,West Indies,1,1,1,0,0,19,0,0,0,0,0,0.0,0.0
K Sinclair,West Indies,3,3,2,1,38,65,2,0,0,0,25,58.46,19.0
K Sonavale,Oman,3,3,3,0,5,29,0,0,0,0,3,17.24,1.67
K Thomson,South Africa,2,2,2,0,52,69,3,0,0,0,27,75.36,26.0
K Verreynne,South Africa,14,14,12,2,521,582,39,11,5,0,95,89.52,43.42
K Weeraratne,Sri Lanka,5,5,5,0,120,139,6,2,0,0,41,86.33,24.0
K Whatham,Canada,1,1,1,0,18,43,2,0,0,0,18,41.86,18.0
K Zondo,South Africa,6,6,5,1,146,235,8,3,1,0,54,62.13,29.2
KA Blackwell,Australia,1,1,1,0,3,11,0,0,0,0,3,27.27,3.0
KA Edwards,West Indies,16,16,14,2,331,510,23,7,0,1,123,64.9,23.64
KA Hope,West Indies,6,6,6,0,138,201,20,0,0,0,46,68.66,23.0
KA Jamieson,New Zealand,9,9,4,5,101,116,7,3,0,0,25,87.07,25.25
KA Maharaj,South Africa,31,31,23,8,324,418,37,4,0,0,40,77.51,14.09
KA Pollard,West Indies,107,107,100,7,2608,2877,165,129,13,3,119,90.65,26.08
KAD Hurdle,Bermuda,8,8,5,3,25,47,2,1,0,0,12,53.19,5.0
KADA Kanchana,Sri Lanka,22,22,17,5,230,417,18,1,0,0,47,55.16,13.53
KAJ Roach,West Indies,52,52,23,29,308,610,24,6,0,0,34,50.49,13.39
KAR Hodge,West Indies,3,3,3,0,37,48,5,0,0,0,26,77.08,12.33
KC Brathwaite,West Indies,10,10,10,0,278,494,15,0,1,0,78,56.28,27.8
KC Hodsoll,Bermuda,1,1,0,0,2,6,0,0,0,0,2,33.33,inf
KC Sangakkara,Sri Lanka,284,284,252,32,11640,14663,1122,77,76,24,169,79.38,46.19
KC Thompson,United Arab Emirates,2,2,1,1,13,32,1,0,0,0,12,40.62,13.0
KD Karthik,India,76,76,56,20,1624,2275,162,15,8,0,79,71.38,29.0
KD Mills,New Zealand,72,72,52,20,871,988,65,35,2,0,54,88.16,16.75
KD Shah,Hong Kong,7,7,7,0,112,192,9,2,0,0,34,58.33,16.0
KDC Clarke,New Zealand,2,2,1,1,35,22,4,1,0,0,24,159.09,35.0
KDK Vithanage,Sri Lanka,6,6,5,1,75,92,11,0,0,0,27,81.52,15.0
KDU Prabodhani,Sri Lanka,29,29,20,9,148,437,17,0,0,0,21,33.87,7.4
KE Broadmore,New Zealand,2,2,2,0,9,34,1,0,0,0,8,26.47,4.5
KE Bryce,Scotland,10,10,9,1,594,679,60,4,6,1,131,87.48,66.0
KE Ebrahim,New Zealand,4,4,2,2,52,95,3,0,0,0,19,54.74,26.0
KED Carroll,Ireland,3,3,3,0,28,42,1,0,0,0,21,66.67,9.33
KH Brunt,England,45,45,34,11,813,1087,62,6,2,0,72,74.79,23.91
KH Butt,Hong Kong,2,2,2,0,8,29,0,0,0,0,4,27.59,4.0
KH Pandya,India,4,4,2,2,130,131,11,2,1,0,58,99.24,65.0
KH Prajapati,Oman,35,35,35,0,996,1351,100,13,5,2,103,73.72,28.46
KHRK Fernando,Sri Lanka,2,2,1,1,3,15,0,0,0,0,3,20.0,3.0
KIC Asalanka,Sri Lanka,66,66,60,6,2375,2720,196,56,14,5,127,87.32,39.58
KJ Abbott,South Africa,13,13,9,4,76,129,6,0,0,0,23,58.91,8.44
KJ Coetzer,Scotland,63,63,58,5,2280,2826,290,30,14,4,156,80.68,39.31
KJ Garth,Australia,21,21,14,7,254,468,19,1,0,0,42,54.27,18.14
KJ Harding,West Indies,1,1,0,0,1,1,0,0,0,0,1,100.0,inf
KJ Martin,New Zealand,53,53,46,7,1161,1536,111,1,6,0,81,75.59,25.24
KJ O'Brien,Ireland,84,84,74,10,1990,2151,198,48,8,1,113,92.52,26.89
KJJ van Noortwijk,Netherlands,3,3,2,1,141,143,12,3,0,1,134,98.6,70.5
KK Ahmed,India,2,2,2,0,8,17,1,0,0,0,5,47.06,4.0
KK Nair,India,2,2,2,0,46,89,6,0,0,0,39,51.69,23.0
KL Cross,England,31,31,21,10,270,391,29,1,0,0,38,69.05,12.86
KL George,England,1,1,1,0,9,19,1,0,0,0,9,47.37,9.0
KL Rahul,India,84,84,64,20,3270,3659,252,75,19,8,112,89.37,51.09
KL Rolton,Australia,2,2,2,0,2,12,0,0,0,0,1,16.67,1.0
KL Tucker,Bermuda,1,1,1,0,0,4,0,0,0,0,0,0.0,0.0
KM Beams,Australia,6,6,4,2,27,44,0,0,0,0,11,61.36,6.75
KM Dabengwa,Zimbabwe,23,23,18,5,364,631,20,6,0,0,45,57.69,20.22
KM Jadhav,India,49,49,31,18,1318,1307,136,23,5,2,120,100.84,42.52
KM Jarvis,Zimbabwe,28,28,20,8,195,320,18,3,0,0,37,60.94,9.75
KMA Paul,West Indies,19,19,14,5,304,316,26,11,0,0,46,96.2,21.71
KMC Bandara,Sri Lanka,1,1,0,0,1,3,0,0,0,0,1,33.33,inf
KMDN Kulasekara,Sri Lanka,117,117,85,32,1323,1660,95,39,4,0,73,79.7,15.56
KNA Bandara,Sri Lanka,5,5,4,1,141,217,9,1,2,0,55,64.98,35.25
KNM Fernando,Sri Lanka,7,7,7,0,182,226,21,2,2,0,69,80.53,26.0
KO Meth,Zimbabwe,6,6,6,0,49,93,5,0,0,0,20,52.69,8.17
KO Otieno,Kenya,18,18,18,0,250,595,29,4,2,0,79,42.02,13.89
KOA Powell,West Indies,41,41,41,0,934,1191,110,13,8,0,83,78.42,22.78
KOK Williams,West Indies,4,4,1,3,19,27,1,0,0,0,16,70.37,19.0
KP Meiyappan,United Arab Emirates,21,21,18,3,163,342,11,0,0,0,24,47.66,9.06
KP Pietersen,England,118,118,103,15,4202,4990,402,71,23,9,130,84.21,40.8
KR Mayers,West Indies,26,26,26,0,660,802,75,21,2,2,120,82.29,25.38
KR Sen,India,1,1,0,0,2,4,0,0,0,0,2,50.0,inf
KS Airee,Nepal,3,3,1,2,27,24,2,0,0,0,18,112.5,27.0
KS Gautam,India,5,5,4,1,90,98,8,3,0,0,43,91.84,22.5
KS Lokuarachchi,Sri Lanka,12,12,11,1,164,217,7,3,1,0,69,75.58,14.91
KS Williamson,New Zealand,165,165,149,16,7145,8864,657,60,46,15,148,80.61,47.95
KT Maphaka,South Africa,3,3,3,0,1,8,0,0,0,0,1,12.5,0.33
KT Perkins,New Zealand,28,28,26,2,618,838,46,7,2,0,78,73.75,23.77
KT Sandher,Canada,1,1,1,0,2,6,0,0,0,0,2,33.33,2.0
KTGD Prasad,Sri Lanka,10,10,5,5,120,117,9,3,0,0,31,102.56,24.0
KU Carty,West Indies,43,43,38,5,1593,2111,138,26,5,4,170,75.46,41.92
KV Jain,India,6,6,6,0,104,219,11,0,1,0,56,47.49,17.33
KV Morea,Papua New Guinea,12,12,6,6,72,119,5,1,0,0,17,60.5,12.0
KW Richardson,Australia,12,12,5,7,75,70,7,4,0,0,24,107.14,15.0
KY Ottley,West Indies,4,4,4,0,41,76,5,1,0,0,24,53.95,10.25
Kabir Ali,England,8,8,6,2,54,58,3,1,0,0,25,93.1,9.0
Kainat Imtiaz,Pakistan,11,11,11,0,115,264,9,0,0,0,24,43.56,10.45
Kaleem Sana,Canada,17,17,11,6,108,131,6,7,0,0,16,82.44,9.82
Kaleemullah,Oman,27,27,17,10,125,139,8,7,0,0,20,89.93,7.35
Kamran Akmal,Pakistan,118,118,109,9,2746,3374,316,32,9,4,124,81.39,25.19
Kamran Ghulam,Pakistan,7,7,7,0,210,213,19,9,1,1,103,98.59,30.0
Kamran Hussain,Pakistan,1,1,0,0,28,21,2,0,0,0,28,133.33,inf
Kamran Shazad,United Arab Emirates,1,1,1,0,0,3,0,0,0,0,0,0.0,0.0
Karan KC,Nepal,45,45,35,10,614,672,44,32,1,0,65,91.37,17.54
Kashif Daud,United Arab Emirates,16,16,10,6,282,318,19,13,2,0,76,88.68,28.2
Kaynat Hafeez,Pakistan,1,1,1,0,4,6,1,0,0,0,4,66.67,4.0
Khadija Tul Kubra,Bangladesh,8,8,5,3,24,69,2,0,0,0,7,34.78,4.8
Khaled Ahmed,Bangladesh,2,2,1,1,1,4,0,0,0,0,1,25.0,1.0
Khaled Mahmud,Bangladesh,26,26,23,3,283,483,21,2,0,0,36,58.59,12.3
Khaled Mashud,Bangladesh,36,36,25,11,605,1139,40,1,2,0,71,53.12,24.2
Khalid Kail,Oman,5,5,5,0,117,158,14,1,1,0,51,74.05,23.4
Khalid Latif,Pakistan,5,5,5,0,147,233,13,0,1,0,64,63.09,29.4
Khawar Ali,Oman,28,28,23,5,620,1080,55,6,4,0,79,57.41,26.96
Khurram Chohan,Canada,9,9,6,3,77,144,5,2,0,0,22,53.47,12.83
Khurram Khan,United Arab Emirates,9,9,9,0,237,318,24,1,1,0,78,74.53,26.33
Khurram Manzoor,Pakistan,6,6,6,0,206,323,20,0,3,0,83,63.78,34.33
Khurram Nawaz,Oman,2,2,1,1,26,49,1,0,0,0,17,53.06,26.0
Khushdil Shah,Pakistan,12,13,11,2,329,340,25,10,1,0,69,96.76,29.91
Krishna Chandran,United Arab Emirates,7,7,7,0,59,163,5,0,0,0,34,36.2,8.43
Kuldeep Yadav,India,38,38,21,17,202,417,15,0,0,0,19,48.44,9.62
Kushal Malla,Nepal,34,34,32,2,801,925,65,46,4,1,108,86.59,25.03
Kycia A Knight,West Indies,44,44,43,1,699,1350,78,2,1,0,69,51.78,16.26
Kyshona A Knight,West Indies,35,35,30,5,597,1244,62,3,1,0,88,47.99,19.9
L Balaji,India,11,11,8,3,104,132,8,3,0,0,21,78.79,13.0
L Cheatle,Australia,2,2,1,1,13,13,2,0,0,0,7,100.0,13.0
L Delany,Ireland,43,43,39,4,1110,1583,97,1,5,1,109,70.12,28.46
L Egging,Netherlands,1,1,1,0,1,15,0,0,0,0,1,6.67,1.0
L Filer,England,7,7,5,2,24,44,4,0,0,0,8,54.55,4.8
L Goodall,South Africa,46,46,42,4,923,1520,91,0,3,0,93,60.72,21.98
L Gregory,England,2,2,2,0,117,116,10,3,1,0,77,100.86,58.5
L Jack,Scotland,8,8,7,1,113,109,12,0,0,0,35,103.67,16.14
L Keny,United Arab Emirates,8,8,8,0,112,266,8,0,0,0,47,42.11,14.0
L Klusener,South Africa,8,8,3,5,163,156,9,8,1,0,57,104.49,54.33
L Lee,South Africa,76,77,68,9,2516,3044,320,48,17,2,132,82.65,37.0
L Little,Ireland,6,6,5,1,25,39,3,0,0,0,10,64.1,5.0
L Louwrens,Namibia,24,24,24,0,535,918,62,1,3,0,57,58.28,22.29
L Mabhero,Zimbabwe,6,6,3,3,6,27,1,0,0,0,5,22.22,2.0
L Maritz,Ireland,3,3,3,0,31,62,3,0,0,0,25,50.0,10.33
L McCarthy,Ireland,1,1,0,0,0,5,0,0,0,0,0,0.0,0.0
L Ngidi,South Africa,28,28,12,16,123,253,8,6,0,0,20,48.62,10.25
L Paul,Ireland,48,48,46,2,1191,1866,112,1,8,1,137,63.83,25.89
L Phiri,Zimbabwe,12,12,8,4,188,328,12,0,1,0,69,57.32,23.5
L Rajadurai,Papua New Guinea,7,7,7,0,117,317,12,0,0,0,45,36.91,16.71
L Ronchi,New Zealand,67,67,59,8,1397,1241,149,43,4,1,170,112.57,23.68
L Shetty,United States of America,1,1,1,0,8,28,1,0,0,0,8,28.57,8.0
L Siaka,Papua New Guinea,40,40,40,0,749,1013,72,10,2,0,90,73.94,18.73
L Sipamla,South Africa,2,2,0,0,14,20,0,0,0,0,10,70.0,inf
L Sreekumar,United Arab Emirates,3,3,3,0,57,69,10,1,0,0,28,82.61,19.0
L Tshuma,Zimbabwe,22,22,20,2,286,470,37,1,0,1,137,60.85,14.3
L Tucker,Ireland,43,43,37,6,844,1045,79,9,3,0,61,80.77,22.81
L Vincent,New Zealand,45,45,41,4,1089,1593,113,17,6,2,102,68.36,26.56
L Winfield,England,27,27,24,3,564,797,70,5,0,1,123,70.77,23.5
L Winfield-Hill,England,13,13,13,0,294,474,35,2,0,0,43,62.03,22.62
L Wolvaardt,South Africa,116,116,100,16,5230,6994,596,17,36,12,184,74.78,52.3
L Wood,England,2,2,1,1,15,14,2,0,0,0,10,107.14,15.0
LA Dawson,England,6,6,6,0,65,78,4,1,0,0,20,83.33,10.83
LA Marsh,England,24,24,17,7,264,465,25,0,0,0,36,56.77,15.53
LA McBride,Ireland,1,1,0,0,2,2,0,0,0,0,2,100.0,inf
LB Williams,South Africa,4,4,4,0,18,26,2,0,0,0,13,69.23,4.5
LC Boylan,Ireland,2,2,1,1,31,47,5,0,0,0,25,65.96,31.0
LC Romero,United States of America,2,2,2,0,1,7,0,0,0,0,1,14.29,0.5
LC Sthalekar,Australia,7,7,6,1,119,191,14,0,0,0,41,62.3,19.83
LCN Smith,England,6,6,2,4,53,57,5,0,0,0,27,92.98,26.5
LD Chandimal,Sri Lanka,137,137,118,19,3657,5072,249,42,24,3,111,72.1,30.99
LD Madushanka,Sri Lanka,4,4,3,1,14,26,2,0,0,0,7,53.85,4.67
LDVV Silva,Sri Lanka,2,2,2,0,34,76,6,0,0,0,28,44.74,17.0
LE Bosman,South Africa,12,12,12,0,301,318,37,9,2,0,88,94.65,25.08
LE Kaushalya,Sri Lanka,25,25,23,2,407,589,41,9,3,0,65,69.1,17.7
LE Milliken,New Zealand,1,1,1,0,1,3,0,0,0,0,1,33.33,1.0
LE Plunkett,England,47,47,29,18,536,503,46,15,0,0,44,106.56,18.48
LG Pretorius,South Africa,3,3,3,0,142,147,18,3,1,0,57,96.6,47.33
LH Ferguson,New Zealand,30,30,17,13,122,246,6,3,0,0,19,49.59,7.18
LHD Dilhara,Sri Lanka,4,4,4,0,49,60,3,3,0,0,29,81.67,12.25
LJ Burger,Namibia,6,6,5,1,11,65,1,0,0,0,5,16.92,2.2
LJ Hamilton,New Zealand,1,1,0,0,2,4,0,0,0,0,2,50.0,inf
LJ Poulton,Australia,3,3,3,0,25,69,4,0,0,0,11,36.23,8.33
LJ Woodcock,New Zealand,2,2,1,1,14,22,1,0,0,0,11,63.64,14.0
LJ Wright,England,39,39,35,4,707,838,63,18,2,0,52,84.37,20.2
LK Bell,England,12,12,6,6,46,76,5,1,0,0,11,60.53,7.67
LK Ebsary,Australia,1,1,1,0,23,24,4,0,0,0,23,95.83,23.0
LK O'Reilly,Ireland,4,4,4,0,12,21,2,0,0,0,4,57.14,3.0
LL Tsotsobe,South Africa,19,19,8,11,58,113,7,1,0,0,16,51.33,7.25
LM Hoitink,Netherlands,2,2,2,0,0,17,0,0,0,0,0,0.0,0.0
LM Jongwe,Zimbabwe,28,28,24,4,315,398,31,5,0,0,43,79.15,13.12
LM Kasperek,New Zealand,21,21,16,5,148,276,11,0,0,0,21,53.62,9.25
LMM Tahuhu,New Zealand,55,55,36,19,360,418,35,7,0,0,25,86.12,10.0
LMP Simmons,West Indies,64,64,61,3,1958,2741,162,50,16,2,122,71.43,32.1
LN McCarthy,Ireland,4,4,3,1,12,46,1,0,0,0,5,26.09,4.0
LN Onyango,Kenya,4,4,2,2,61,82,6,0,0,0,34,74.39,30.5
LN Rajbanshi,Nepal,23,23,9,14,42,166,3,0,0,0,11,25.3,4.67
LN Roche,Zimbabwe,2,2,2,0,4,10,0,0,0,0,4,40.0,2.0
LOB Cann,Bermuda,10,10,10,0,214,174,23,10,1,0,52,122.99,21.4
LP van Troost,Netherlands,9,9,8,1,112,164,9,3,0,0,34,68.29,14.0
LPC Silva,Sri Lanka,49,49,42,7,1279,1805,115,10,11,1,107,70.86,30.45
LR Doolan,New Zealand,4,4,4,0,49,59,7,0,0,0,30,83.05,12.25
LR Down,New Zealand,31,31,29,2,486,799,43,6,3,0,90,60.83,16.76
LR Johnson,West Indies,3,3,3,0,19,65,2,1,0,0,18,29.23,6.33
LR Morris,Australia,1,1,1,0,0,2,0,0,0,0,0,0.0,0.0
LR Naylor,Scotland,2,2,2,0,34,43,5,0,0,0,20,79.07,17.0
LRPL Taylor,New Zealand,209,209,174,35,8126,10040,674,133,48,20,181,80.94,46.7
